Gene	baseMean	log2FoldChange	lfcSE	pvalue	padj
LINC02819	0.0				
OR10J5	0.0				
AL606752.1	0.5203089499090954	-0.22437497318838362	0.9237836734947656	0.46763519072149934	
OR10AE1P	0.0				
APCS	0.0				
OR10J6P	0.0				
AL445528.2	0.0				
CRPP1	0.0				
CRP	0.0				
AL445528.1	0.0				
DUSP23	133.33988227807214	0.09140793777219045	0.16536559570423848	0.5738163361729622	0.6665396448612573
FCRL6	0.17343631663636513	-0.09879618493777327	0.9004711365823967	0.9188618098995333	
SLAMF8	0.0				
AL590560.2	4.6157064009687545	0.04095328761770381	0.6294373600496767	0.9294972996644943	0.9511154683556028
SNHG28	0.0				
AL590560.1	0.0				
VSIG8	0.14708504533916794	-0.09459791839969409	0.8997161871851937	0.9188618098995333	
AL590560.3	13.459534313903974	-1.0215076098215101	0.5281193720413884	0.022018126762096787	0.04048419347363377
CFAP45	28.82137307217063	0.8823626596889297	0.4269762668972937	0.01926031287420772	0.035767573895893655
MIR4259	0.0				
AL590560.5	0.3960294662608303	0.19531253586406416	0.9188102074675264	0.4737410055996634	
AL590560.4	0.0				
TAGLN2	8852.63318225964	0.8063452166546741	0.04472300808939648	5.122514533304276e-73	8.880331621699179e-72
IGSF9	198.39040255702997	-0.19475867093486102	0.14773438657299445	0.18054053212029278	0.25938034219653755
SLAMF9	12.257212684011021	5.8515110377258415	1.34244576466219	6.15234339778937e-07	1.8683795296489953e-06
LINC01133	112.79484369428135	-1.8566403888548852	0.20521217927753366	3.4794484663456316e-20	1.929450400158084e-19
AL513485.1	3.114094815059799	-1.501091796583129	1.3279020527501888	0.04178744927365175	0.07244223608587616
KCNJ10	2.2383359610830924	0.247019724888852	0.7741547925543579	0.570078953625218	0.6630825940061699
AL513302.1	0.34775964553942496	-0.18677032984610184	0.9129493755573693	0.5967614970381485	
PIGM	241.90222890675565	-2.008803747578676	0.14570730536376997	6.559748033775224e-44	6.861993118618607e-43
AL121987.1	0.0				
KCNJ9	0.21941030936687092	0.11466038038417367	0.9038456502019871	0.7117275189975929	
IGSF8	259.8405815211736	0.4094281057395132	0.12249968625473545	0.0007350207089194655	0.0016892280375998836
ATP1A2	2.734282449070395	-0.00614388783398563	0.7107497810436915	0.987540494929919	0.9918743088843524
ATP1A4	0.6666202427397296	-0.11695230039923526	0.8610091107601713	0.6775006278906275	
CASQ1	0.6675072550064245	-0.13446455369505145	0.8618210196808213	0.6417319426699374	
AL121987.2	8.042967336507889	0.39597498748483595	0.562274596176816	0.3746470440692842	0.4761205185103955
PEA15	1414.3801839106509	1.284423265500604	0.06746125965042983	3.6089730588352215e-81	7.08597153960905e-80
DCAF8	1095.993064405407	1.1075652062849979	0.07062167992805851	9.296052113137949e-56	1.224592725462091e-54
AL139011.2	0.5475472334729873	-0.28183498139635943	0.9385607780583504	0.3927598783073363	
AL139011.1	13.458888935747469	-0.14360453891352298	0.4735650579170006	0.7201570084894438	0.7935530603002222
RPSAP18	0.6315086452926609	-0.1447588559877694	0.8657541543490931	0.6479149748852053	
PEX19	688.805495574455	-0.422662045554844	0.0828186991483939	2.908773455549144e-07	9.06935309699085e-07
COPA	6345.784840953079	0.9364106729251634	0.0451372654465075	7.966802096721887e-96	1.886225725261489e-94
SUMO1P3	4.618447936868012	-0.061926318239151054	0.6347571247445184	0.8894249065879961	0.9212191229416172
AL513282.1	0.6651754325367585	0.25976235043392654	0.9016331114353556	0.420311017273377	
NCSTN	1436.891818537805	0.42929901777440976	0.06439106203228956	2.2980544978642958e-11	8.931272523603639e-11
NHLH1	1.067669396956561	0.3257227868835686	0.8798879255737723	0.38351069743184557	0.4849098985720289
RNU4-42P	0.14708504533916794	-0.09459791839969409	0.8997161871851937	0.9188618098995333	
VANGL2	486.91566084339325	0.38438092496475607	0.09282765029161433	3.1218365482650354e-05	8.256632719807305e-05
SLAMF6	0.27377361673649364	-0.1458611596226469	0.905831851416236	0.7130836782202342	
AL138930.1	0.0				
CD84	0.7142550002454638	-0.15402621156318216	0.8632510059518483	0.5994678848966041	
SLAMF1	0.0				
SETP9	0.32052136197553305	-0.16573733477727717	0.9087878657447892	0.6530838459924324	
AL121985.1	0.0				
CD48	0.0				
SLAMF7	0.4028220090199784	0.22835761857601433	0.9253363051255378	0.43284725718973727	
AL121985.3	0.0				
AL121985.2	0.0				
LY9	4.9901056368562555	6.1700413576957	2.5807396124240487	1.5902523881179632e-05	4.318305202537969e-05
CD244	0.18341169965310744	0.11028659223940382	0.9027576459231361	0.7117275189975929	
PPIAP37	0.0				
ITLN1	0.27377361673649364	-0.1458611596226469	0.905831851416236	0.7130836782202342	
AL354714.2	16.801648010637376	0.3387560865757593	0.4501007095100905	0.38917577090391525	0.4907309598275314
AL354714.3	0.18341169965310744	0.11028659223940382	0.9027576459231361	0.7117275189975929	
AL354714.1	0.0				
AL354714.4	0.14708504533916794	-0.09459791839969409	0.8997161871851937	0.9188618098995333	
ITLN2	0.27377361673649364	-0.1458611596226469	0.905831851416236	0.7130836782202342	
F11R	2540.8243652456945	0.8840522938448345	0.06251830933554021	1.3933981178233242e-45	1.5106035671598507e-44
AL591806.4	5.230143335689808	-1.0497778871825634	0.8665661504532159	0.06766505780657446	0.11134830995579664
AL591806.2	1.3797304789659053	-0.5644716307058634	1.0078228615047697	0.1736870886096705	0.25080632551895443
TSTD1	316.6632518687444	-1.2003008265244426	0.12548556537111524	4.51044135048495e-22	2.662088567837666e-21
USF1	674.8038019145876	1.0385145639326865	0.0848228505356712	8.836634427835887e-35	7.527085070146825e-34
ARHGAP30	14.81288111960617	-1.1501794971652122	0.5226073232306383	0.010167827527866961	0.019903467483923076
NECTIN4	239.02147158416076	1.293867315880878	0.13198666988484925	3.994720460874615e-23	2.434437229760544e-22
AL591806.1	1.2844945356511928	-0.2285065347638602	0.8391287361706553	0.5373874688938067	0.6343714322286065
KLHDC9	21.73425865385163	-3.4857163879520283	0.6138315695748408	3.150519000062384e-09	1.1029737253308638e-08
PFDN2	938.6912777075644	0.6669527924538826	0.08914191079788888	5.733970128627993e-14	2.513937600124866e-13
NIT1	460.89121677508183	0.10463412505417317	0.10159599788515244	0.30058978443136025	0.39775526109009873
DEDD	421.1295906385209	-0.2901494256380145	0.09984428182131366	0.003431271373104992	0.0072308172220808134
AL591806.3	0.24742234543929645	-0.13473110698100907	0.9045334773288021	0.7446398689968445	
UFC1	1230.017465784531	0.6486317508712875	0.06824487750204493	1.4505640385106757e-21	8.397261110008915e-21
AL590714.1	11.828423934836259	1.1131194142058156	0.6182275859008135	0.025380527176880982	0.0460389067947938
USP21	429.3055099535323	-0.35409026034827534	0.09972213679501615	0.0003480489909954996	0.0008293294813309527
PPOX	96.76187699689022	-1.832460544482054	0.2245027069615061	7.135254458791759e-17	3.5092380188257794e-16
B4GALT3	880.6540837072105	0.5058702729723408	0.07380359514621611	5.995088605034866e-12	2.3952868561608183e-11
ADAMTS4	0.6751228171370077	-0.34722693812049615	0.9655377926905904	0.29219077017547185	
NDUFS2	1622.4136490109267	0.1716872127269914	0.058761052669830026	0.003419869354807438	0.007208800803909846
FCER1G	0.41742504249728607	0.2349316630832884	0.9271707024737822	0.4193041766316382	
APOA2	3.388072901697473	1.9589162557295399	1.60267764005223	0.018750606310341963	0.034889641934638005
TOMM40L	37.05548701653502	-1.6972205378868892	0.367375847364818	9.382495540124963e-07	2.8135069341999923e-06
MIR5187	0.0				
NR1I3	0.7479217874895614	0.2763898341272886	0.8959556100837652	0.3671175771530645	
PCP4L1	0.19801473313041515	0.11215539910414433	0.9032132065583108	0.7117275189975927	
MPZ	42.710218057416185	3.381293181276351	0.38622560866225664	3.5993632378444113e-19	1.9211866252786493e-18
SDHC	745.108934340275	0.6353857592146108	0.08688944854725775	2.1516846746014288e-13	9.18652183100041e-13
CFAP126	116.43743179473488	-0.1135564933898126	0.18487307658334348	0.5294359557902941	0.6270757912334806
RRM2P2	0.3668233993062149	0.18300023369747742	0.9160744933562907	0.5031536344759808	
AL592295.4	2.559705771964762	-1.043939647501771	1.173313814849084	0.08536977747145172	0.13639179367847645
AL592295.5	2.4680963960479914	-0.9478922523053754	1.1332609932907924	0.09979689678058228	0.1563112185299622
RNU6-481P	0.0				
AL592295.3	1.1680066970566894	0.24250302141697308	0.8384656895009521	0.5231618163446521	0.6211056030776593
AL592295.1	5.468338378624467	-0.21597082775067677	0.6339880328744163	0.6350329850328473	0.7206928509966393
AL592295.2	0.0				
AL831711.1	0.9148163406875598	-0.5259841295559478	1.0622357303106538	0.1567850903880229	
FCGR2A	0.0				
AL590385.2	0.0				
HSPA6	186.2026618962784	8.325616776883614	0.7094045320210725	1.0714007340438784e-30	8.209603595524585e-30
RPS23P10	0.0				
FCGR3A	0.0				
AL590385.1	0.0				
FCGR2C	0.0				
HSPA7	5.0485177707654865	6.171383406458343	2.5937275431070526	1.8266802499641298e-05	4.936655665993231e-05
RPS23P9	0.0				
FCGR3B	0.0				
FCGR2B	0.0				
AL451067.1	0.0				
RPL31P11	0.7513554070679369	-0.2068475345391917	0.8695666244148682	0.531140103866903	
AL359541.1	0.0				
FCRLA	0.976608423762244	-0.11589098693722161	0.8281792780157831	0.7399125103906186	0.8083174886759157
FCRLB	7.067931617876106	-0.8770850842316137	0.7354192391308771	0.09551366354022568	0.1504343520432666
RN7SL466P	0.3304967449922754	0.02222834663737431	0.8754170658568204	0.8704314323626201	
DUSP12	502.7266215788178	0.10394669731504513	0.09465460852958693	0.26979946791980997	0.36359461988503267
AL359541.2	0.5415924361176323	-0.27638823314115796	0.9371516144947669	0.39888846189537625	
ATF6	1990.5769773080167	0.5134168073479175	0.06699615965613284	1.5604905560558158e-14	7.01539583712553e-14
AL391825.1	19.673272335558842	1.411382950532089	0.4641018082468098	0.0006266798114488966	0.0014505374571262741
OLFML2B	5.5935317162660985	-2.3290256097925073	1.0923528493345873	0.004803528213367317	0.009889899341978798
AL590408.1	0.17343631663636513	-0.09879618493777327	0.9004711365823967	0.9188618098995333	
NOS1AP	85.65010911868468	0.15154716463851137	0.21245467195069814	0.4641051787865715	0.5643947326546361
AL450163.1	0.24742234543929645	-0.13473110698100907	0.9045334773288021	0.7446398689968445	
MIR4654	0.0				
AL512785.1	0.0				
RNA5SP61	0.3668233993062149	0.18300023369747742	0.9160744933562907	0.5031536344759808	
MIR556	0.639269869147919	-0.11001753833365242	0.8671584987826584	0.6991841857102643	
AL512785.2	0.0				
SPATA46	12.696515640940918	1.145799477696299	0.5594405774044133	0.01456601104460568	0.027724232217616517
C1orf226	198.28169648777893	-0.9587193574990234	0.1442947853687688	1.615469978872276e-11	6.32837461640526e-11
SH2D1B	2.0554726641524383	-0.19692279129257548	0.7722252386295749	0.6399040711642593	0.7245488203707854
SLAMF6P1	1.9037319699362119	-0.9240959387635057	1.2470248185684372	0.07417076575830751	0.12068058060712542
UHMK1	3104.062310620576	0.490171515859461	0.0685340943376549	7.876801750687558e-13	3.2789376091691836e-12
UQCRBP2	0.0				
AL596325.1	0.3741109168366222	-0.19766305570762444	0.9151086570568157	0.5690056754000685	
UAP1	1456.4222132777988	0.36368926633394805	0.06663567778319546	4.455838312354899e-08	1.461711082689117e-07
AL596325.2	15.355474875749236	0.42452639266650766	0.45141632179055147	0.27700020256913277	0.3716483462433274
DDR2	21.86851384358364	1.2503306138509822	0.45098075369401613	0.0017608078780646955	0.003859197610871529
RN7SL861P	0.0				
HSD17B7	299.6393533630718	2.1243931180655435	0.13008866657640888	1.470530377495313e-60	2.1168537035126307e-59
CCDC190	0.4817637328836511	0.1571198198959805	0.8806183838769976	0.6110139403809611	
AL392003.2	0.0				
AL392003.1	0.0				
RGS4	1.7320430785682928	-0.03365776135348024	0.7861900456813072	0.9300184818878694	0.9513480254002413
RGS5	12.17640306572612	-0.18952427524328036	0.473124570647111	0.6373843706842788	0.7224539805384886
AL499616.1	0.0				
AL451063.1	0.0				
AL592435.1	22.812032037598268	-1.3960719426275305	0.4353446240599358	0.0003931072774654691	0.0009309181326100124
AL592435.2	0.24742234543929645	-0.13473110698100907	0.9045334773288021	0.7446398689968445	
NUF2	472.97801165218823	-0.44820948666457566	0.09827096021583678	4.35728986291209e-06	1.2404507314218134e-05
AL603841.1	0.0				
RNA5SP62	0.0				
RNA5SP63	0.0				
AL355862.1	0.0				
AL358875.1	0.0				
NMNAT1P2	0.0				
RNU5F-6P	0.0				
HMGB3P6	0.4013492004005141	-0.1860801797558067	0.915106369423855	0.5599795887435771	
PBX1	369.58350014834446	-2.62509434650967	0.13395628196691184	2.038153139745674e-86	4.299857899474626e-85
RNU6-171P	0.0				
AL391001.1	4.943427450251235	-1.2632867446349154	0.9360692404508649	0.042037143043030245	0.07284166312855454
AL391001.2	0.0				
PBX1-AS1	0.0				
AL357568.1	0.0				
AL390119.1	0.0				
AL390119.2	0.27377361673649364	-0.1458611596226469	0.905831851416236	0.7130836782202342	
RNU6-755P	0.0				
LMX1A	0.30101190030038555	-0.14279219694072195	0.9072820830379601	0.6833462150452433	
LMX1A-AS2	0.0				
LMX1A-AS1	0.0				
RXRG	0.0				
LRRC52-AS1	0.0				
AL157714.1	0.0				
LRRC52	0.0				
AL356441.2	0.19801473313041515	0.11215539910414433	0.9032132065583108	0.7117275189975927	
AL356441.1	0.5883401813566718	-0.2555139282594326	0.933390718825588	0.4031475639746269	
MGST3	824.4198079124652	1.5403798841873186	0.08283213580387959	1.0249089113779293e-77	1.9050357763741694e-76
ALDH9A1	912.2019579952319	-0.25445530780509096	0.08139281652512484	0.0016951353787840724	0.0037224634049708777
AL451074.1	0.0				
AL451074.4	1.2560367916704098	0.4214616644227665	0.9095830647269736	0.2924753445054853	0.38858369624752465
AL451074.3	0.0				
AL451074.2	0.8631901656671737	0.37319257513013393	0.941450847896806	0.28219492803624774	
AL451074.6	1.297129785737777	-0.27932136127143303	0.8417998280211624	0.4770674397984159	0.5770241846448785
TMCO1	1544.4194155534697	0.2890664248512147	0.06070102843530496	1.824259213379582e-06	5.3527668035165205e-06
TMCO1-AS1	3.3389705202910283	-1.5419614132789892	1.337769575376856	0.037288846955666775	0.06536832815595492
AL451074.5	0.7038339093203639	0.03600328465931921	0.8437621070215766	0.9054367994659304	
UCK2	610.869925796357	-1.2291248252053175	0.08919629509121356	1.341557029079364e-43	1.3982060333431567e-42
AL358115.1	20.98691748003867	0.5280226912416206	0.3959372314641411	0.13806200364089496	0.20638707385995897
MIR3658	0.0				
AL606495.1	0.0				
RPS3AP10	0.27377361673649364	-0.1458611596226469	0.905831851416236	0.7130836782202342	
RNA5SP64	0.0				
FAM78B	1.1391823451151721	-0.37320486482202386	0.9159428159755687	0.2932489261263498	0.3895201177260425
FAM78B-AS1	0.24742234543929645	-0.13473110698100907	0.9045334773288021	0.7446398689968445	
AL596087.3	0.0				
MIR921	0.0				
AL596087.2	0.0				
AL596087.1	18.917779314590287	0.37023610498555404	0.4302812094054775	0.3292326007854284	0.42813086940979317
AL583804.1	0.0				
FMO7P	0.0				
LINC01675	0.0				
FMO8P	0.0				
FMO9P	0.5794411659139377	0.3298569498366646	0.9623023536813271	0.2694599112373975	
FMO10P	0.0				
RPL4P2	5.219510028804486	0.2513220793052601	0.6375208307027201	0.5854358436968882	0.6765686701256806
FMO11P	0.0				
CNN2P10	0.0				
POGK	1383.8173779697659	-0.6668766304865462	0.06399046941944657	1.4217440564585963e-25	9.345482109439765e-25
TADA1	208.78222052340107	0.538070690624773	0.13844331622272588	8.343388414124516e-05	0.00021176710506019188
DUTP6	3.2592470478565487	0.2724083703569633	0.7151477919515932	0.5506920322092239	0.6459377784229744
ILDR2	5.176366994403198	-0.32884915877726484	0.6524637219410158	0.47726311418189155	0.5771084865580204
MAEL	0.4028220090199784	0.22835761857601433	0.9253363051255378	0.43284725718973727	
RNA5SP65	0.0				
AL158837.1	0.6139177001453353	-0.0995496745916781	0.8599997900958561	0.7220318932783418	
GPA33	162.0140359581265	-1.2854270534885464	0.17470546177668872	6.84029434020176e-14	2.989149260564927e-13
DUSP27	0.5942949787120267	-0.3366159013328885	0.9563338967522211	0.3298120772365101	
AL451050.1	0.27377361673649364	-0.1458611596226469	0.905831851416236	0.7130836782202342	
LINC01363	0.283748999753236	0.0402979127380751	0.8792334064981214	0.8772658410990164	
AL451050.2	7.021571736003789	0.40335499361398225	0.6070072711898842	0.382930658576597	0.4843063644037883
POU2F1	1156.2804454388722	0.35140202925614134	0.07593539982980174	3.42813154152076e-06	9.83970160473491e-06
AL136984.1	0.976608423762244	-0.11589098693722161	0.8281792780157831	0.7399125103906186	0.8083174886759157
CD247	0.5859056640729098	0.14186997394639872	0.8771723711595653	0.5742615840129072	
AL359962.3	0.0				
AL359962.1	0.0				
AL359962.2	0.0				
AKR1D1P1	0.0				
CREG1	1034.1530545391443	0.12972529224612353	0.076181268372643	0.08771683507506908	0.13965905762988653
AL031733.1	0.0				
AL031733.2	0.0				
RCSD1	0.0				
MPZL1	1392.2107378227263	0.23963402677724074	0.06639897406702089	0.0002954204595362029	0.000708771365117671
ADCY10	5.445221783329558	0.9631111783681978	0.8019239728367454	0.08020179382187259	0.12933894978049745
Z99943.2	0.19801473313041515	0.11215539910414433	0.9032132065583108	0.7117275189975927	
Z99943.1	0.18341169965310744	0.11028659223940382	0.9027576459231361	0.7117275189975929	
MPC2	703.9060517269045	0.3279472283601515	0.08067794310223314	4.548109224327929e-05	0.00011853123856087211
DCAF6	1430.2370574064325	0.2854660949537036	0.063974054151143	7.666138180679427e-06	2.1381014143012615e-05
MIR1255B2	0.0				
GCSHP5	2.634616206664704	-0.07258614759727829	0.727701568700596	0.8655035906516172	0.9035884604425353
GPR161	3.275037139784234	-0.21181485252007323	0.6985924346071073	0.6412272966127159	0.725720683648897
TIPRL	1132.2229627556928	0.46845580588936936	0.0731781940166511	1.3154721237514538e-10	4.93557996025177e-10
RPL34P1	0.38142643278352256	0.21874753110418516	0.922806720203652	0.45308186177372267	
AL021397.1	0.0				
SFT2D2	902.7545399229982	0.20092231529058222	0.07987034049556327	0.011629516632087718	0.022531131923885724
ANKRD36BP1	0.0				
RNU6-1310P	0.0				
TBX19	141.1681569087399	2.1875898674269636	0.1880326178295855	4.575663124606379e-32	3.63645650920138e-31
AL022100.1	0.5285114781226905	0.13740480811416145	0.8729682296298543	0.6006631209495793	
MIR557	0.0				
AL023755.1	0.27377361673649364	-0.1458611596226469	0.905831851416236	0.7130836782202342	
AL022100.2	0.0				
QRSL1P1	0.21941030936687092	0.11466038038417367	0.9038456502019871	0.7117275189975929	
XCL2	0.0				
AL031736.1	0.10033730010012852	-0.08497222941264822	0.8982679352675085	0.9188618098995333	
XCL1	0.10033730010012852	-0.08497222941264822	0.8982679352675085	0.9188618098995333	
AL031736.2	0.10033730010012852	-0.08497222941264822	0.8982679352675085	0.9188618098995333	
DPT	0.34687263327273027	-0.15503673398526951	0.9086372977019725	0.6486700507065801	
AL135926.1	0.10033730010012852	-0.08497222941264822	0.8982679352675085	0.9188618098995333	
AL031275.1	0.14708504533916794	-0.09459791839969409	0.8997161871851937	0.9188618098995333	
LINC00626	0.0				
SUMO1P2	0.35684801628947255	0.013540917505871334	0.8739080123481996	0.8671515185621926	
AL135926.2	1.6302863977998943	-0.4398081893040104	0.8966458989659162	0.30288481460633176	0.40011451313842494
LINC00970	1.835588648460717	-0.9038442864142882	1.2361225264735156	0.07985881184390516	0.12879500026757798
RPL29P7	0.10033730010012852	-0.08497222941264822	0.8982679352675085	0.9188618098995333	
AL031726.2	0.4454370785697116	-0.031374107796827956	0.8631170995951459	0.9302018793796526	
RNA5SP66	0.0				
AL031726.1	0.19801473313041515	0.11215539910414433	0.9032132065583108	0.7117275189975927	
ATP1B1	5209.794019506591	-0.6171423260637937	0.04830950947797999	1.7368035233946794e-37	1.5797870025321817e-36
NME7	191.90958816593934	-0.22288171796850167	0.14438077369385963	0.11765902866273066	0.1797772375813363
Z99758.1	0.0				
BLZF1	949.9233480153393	0.5358618039275942	0.08093873331391627	3.023149719374688e-11	1.1689168317677761e-10
CCDC181	5.443511751691428	1.3460365208447778	0.8893193992743992	0.027280255017335858	0.049189560574788786
SLC19A2	800.2077972355123	0.11428412495537799	0.08342874180184828	0.16917102315079016	0.2452384544178249
AL021068.1	4.711720500342022	-0.8697105699377504	0.8272353586428493	0.11052948829228817	0.17065602355888693
Z99572.1	61.51502647298399	-2.357140596725586	0.29713479041890206	4.057300463640284e-16	1.94520342583922e-15
F5	2623.8652823439274	-1.3664740052368836	0.0660513503833921	1.2300590161231802e-95	2.909256491369417e-94
SELP	0.0				
C1orf112	255.00722590278787	-0.6604336060234871	0.13276972173128557	4.7295869587729913e-07	1.4479527268190573e-06
SELL	5.35636610046261	-0.07464095689967344	0.6118271378692681	0.8670302525574883	0.9043072851430479
SELE	0.0				
AL021940.1	0.0				
METTL18	114.012495885431	-0.22091822840637593	0.18651219604491326	0.22569274551038643	0.3143632032811419
SCYL3	502.96117339575096	-0.7227561247558194	0.09733232316651848	7.851370303482521e-14	3.423058463273176e-13
RN7SL333P	3.202383831156355	-0.505201910811123	0.7881302517424631	0.2983854281938735	0.3953348074615495
AL031297.1	0.0				
KIFAP3	409.2634133764221	0.7701439760664517	0.10458598573768416	1.2382571974914488e-13	5.34815699213901e-13
RN7SL269P	0.38142643278352256	0.21874753110418516	0.922806720203652	0.45308186177372267	
MRPS10P1	0.0				
AL356475.1	0.0				
SIGLEC30P	0.0				
METTL11B	0.548434245739682	-0.2870206863426983	0.9411506492413687	0.3816415257322603	
MIR3119-1	0.0				
MIR3119-2	0.0				
LINC01681	0.0				
ISCUP1	0.0				
LINC01142	0.0				
HAUS4P1	0.0				
GORAB-AS1	2.2482727807392764	-0.5182065066846282	0.8708029890219599	0.2712655250104365	0.3652291484564866
GORAB	184.82133748030574	0.056992022245598434	0.14488888968517702	0.6910312421974913	0.768083683380464
AL162399.1	0.0				
AL023495.1	0.0				
PRRX1	0.0				
Z97200.1	0.0				
BX284613.2	0.8707564609348555	0.12662616865380125	0.8486240171284252	0.6851274236175307	
MROH9	0.0				
BX284613.1	0.0				
FMO3	0.0				
MIR1295A	0.0				
MIR1295B	0.0				
FMO6P	0.0				
FMO2	0.0				
AL021026.1	0.0				
FMO1	4.233746430053415	-0.5384474926969225	0.7475063594119442	0.2748080768629836	0.36939970369966074
AL445673.1	0.0				
HMGB1P11	0.9631994211671262	0.1268471368940085	0.8318378817672606	0.7132140033937922	
FMO4	9.12630020238681	-1.6243632367100374	0.7595946583094065	0.006546150528100763	0.013180723244086652
AL031274.1	7.645765107811277	-0.1953431468300789	0.5641954732355122	0.6577654183252857	0.7396351785813559
SRP14P4	0.24742234543929645	-0.13473110698100907	0.9045334773288021	0.7446398689968445	
GM2AP2	0.0				
CYCSP53	0.0				
PRRC2C	7954.573844559672	0.7748868470779111	0.05317558033614539	2.7583874024773894e-48	3.1645337602700095e-47
MYOCOS	0.5779190904315719	-0.11024313460746743	0.8633741209182143	0.7269627156436309	
MYOC	0.0				
PFN1P1	14.023679927144808	0.4868856267127669	0.4689688353151913	0.22605683654321035	0.3147542433722153
RPL4P3	19.64695638626092	0.7883763054651857	0.42802429541676035	0.037938241239832755	0.06638899212327236
VAMP4	109.21199671821131	-0.48167322385536293	0.1856952856183953	0.007910905339846666	0.015746753333062087
Z98751.1	0.0				
Z98751.3	0.0				
Z98751.2	0.0				
AL135931.1	0.0				
EEF1AKNMT	559.5947648807204	-0.17486516231100585	0.08803727008700779	0.04573254065691885	0.07859586667206214
AL031864.1	0.3668233993062149	0.18300023369747742	0.9160744933562907	0.5031536344759808	
AL031864.2	0.0				
DNM3	21.739565491128268	-1.916013255602626	0.4732864070557216	1.0478452009878114e-05	2.8914963541568417e-05
DNM3-IT1	0.17343631663636513	-0.09879618493777327	0.9004711365823967	0.9188618098995333	
DNM3OS	0.14708504533916794	-0.09459791839969409	0.8997161871851937	0.9188618098995333	
MIR214	0.0				
MIR3120	0.0				
MIR199A2	0.0				
AL137157.1	0.27377361673649364	-0.1458611596226469	0.905831851416236	0.7130836782202342	
RNU6-157P	0.0				
PIGC	441.2105619320128	-1.0635304942280968	0.10235253422060911	1.3179057597749383e-25	8.675510954381335e-25
C1orf105	3.7188108846969254	-2.828696047186761	1.5768514312910589	0.005408517725642156	0.011045173017359166
SUCO	2966.767963182895	0.9755586950457756	0.05152425420321067	3.4483718372005004e-80	6.678052058742644e-79
RNU6-693P	0.0				
FASLG	0.18341169965310744	0.11028659223940382	0.9027576459231361	0.7117275189975929	
SLC25A38P1	0.6919724117423134	-0.14043496855484394	0.8647234303252671	0.6382444966221454	
Z98043.1	0.0				
AL031599.1	0.5908613591336512	0.1411515269121155	0.8712441658130492	0.5655050987854906	
AIMP1P2	0.14708504533916794	-0.09459791839969409	0.8997161871851937	0.9188618098995333	
Z97198.1	0.3304967449922754	0.02222834663737431	0.8754170658568204	0.8704314323626201	
TNFSF18	0.6865710087732143	0.2678691801201589	0.9039071420286421	0.4072325537977493	
GOT2P2	0.7677312953483918	-0.4287284425096955	1.0014776259366691	0.22420353876105317	
AL022310.1	0.0				
TNFSF4	1.2223700044263122	-0.019441795977134912	0.7925674146731924	0.9589022768801159	0.9715875937303023
AL645568.3	0.21941030936687092	0.11466038038417367	0.9038456502019871	0.7117275189975929	
AL645568.2	0.32052136197553305	-0.16573733477727717	0.9087878657447892	0.6530838459924324	
AL645568.1	24.51656772923836	0.19697278275867858	0.3688158574376372	0.5583687597040483	0.6528468629637405
PRDX6	2676.0708187911737	0.675405502257437	0.0542867257430683	1.1950104641391681e-35	1.038609401475461e-34
SLC9C2	0.7769329258566006	0.010654002564398671	0.8337627622570603	0.9728499917897009	
AL139142.1	0.539931671342404	-0.05228001100502199	0.8606762102674087	0.8466406531397752	
AL139142.2	0.4412551360175038	-0.19657704745239155	0.9170317130844532	0.533622798610031	
ANKRD45	13.413581589619877	-1.5419732143841773	0.5807638916312187	0.0019137088949297614	0.0041669052605533856
TEX50	0.18341169965310744	0.11028659223940382	0.9027576459231361	0.7117275189975929	
KLHL20	408.262296486701	0.4979638475523849	0.10029063409830635	5.782276840743231e-07	1.758116326590984e-06
BX248409.1	11.345558931223605	0.6032698117414916	0.5278806512312052	0.16543042296330204	0.24087928304752249
RN7SKP160	0.9611183780182416	-0.10025795515116424	0.830059196274727	0.767944038891244	
CENPL	361.6273689278113	-0.5128360692157545	0.10904549340510827	2.1091258867807517e-06	6.163881638421034e-06
AL109921.1	0.0				
DARS2	432.0750043683434	-1.9365334376510095	0.1109258735702966	5.688689502203314e-69	9.313173897465512e-68
GAS5	5122.8504743989215	0.8112164145413243	0.07393218809299093	3.4632193779311664e-28	2.467598259910829e-27
GAS5-AS1	4.592954267229047	-0.21245412988241785	0.6607130240522456	0.6414916252526184	0.7259110645244883
ZBTB37	627.9421441893021	0.03284660039930428	0.08613653309914628	0.7052925362847526	0.7804511763596368
SERPINC1	1.3785434205155276	0.11482152417872844	0.793422979014058	0.7669486211046337	0.8288825116617596
RNA5SP67	0.19801473313041515	0.11215539910414433	0.9032132065583108	0.7117275189975927	
RC3H1	1233.900838145985	1.5282906131746277	0.07948284818531313	4.511465522046688e-83	9.086292070980786e-82
RNA5SP68	0.0				
RC3H1-IT1	0.0				
LINC02776	0.5679437074148295	-0.32550646718358106	0.9518499328485238	0.34648612592080336	
RPL30P1	0.0				
RABGAP1L-DT	1.902706268376655	-0.08308467342418958	0.7833151039187721	0.8306337314032723	0.8770366147283696
RABGAP1L	1051.943193177096	0.2784269116241815	0.07554943041308497	0.0002174343207353928	0.0005294032709244068
AL022400.1	0.0				
GPR52	0.0				
BANF1P4	0.38142643278352256	0.21874753110418516	0.922806720203652	0.45308186177372267	
NDUFAF4P4	0.0				
